,business_id,name,address,city,state,postal_code,latitude,longitude,stars_x,review_count,is_open,attributes,categories,hours,review_id,user_id,stars_y,useful,funny,cool,text,date
0,Vj_72qKqpL10ECZfbHDyBw,Firehouse Subs,5963 E 82nd St,Indianapolis,IN,46250,39.90473,-86.06554,3,16,0,"{'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'WiFi': ""u'no'"", 'DriveThru': 'False'}","Food, Delis, Restaurants, Sandwiches, Fast Food, American (New)","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '10:30-21:0'}",rlUwA133f2zDRFuIGhpNNQ,mg_CnvJFP2vu3PaSRzTrxA,5,0,0,0,"A coworker took me to lunch here; this was my first time visiting a Firehouse Subs restaurant. The restaurant was clean, and the servers were very friendly and attentive. My sandwich (meatball) was served promptly and was very fresh and hot. The wheat bread was awesome. They have one of the new pop machines that lets you pick from several dozen flavors. The variety of subs leans to the healthy side. They have only white and wheat bread. There is a slight bit of uniqueness to their subs, but mostly they are pretty standard (more like Subway than like Which Wich). I think the price for a medium sub and drink is a bit high: $9. A great place to eat for a change up on sandwiches.",9/25/2014 16:50
1,Vj_72qKqpL10ECZfbHDyBw,Firehouse Subs,5963 E 82nd St,Indianapolis,IN,46250,39.90473,-86.06554,3,16,0,"{'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'WiFi': ""u'no'"", 'DriveThru': 'False'}","Food, Delis, Restaurants, Sandwiches, Fast Food, American (New)","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '10:30-21:0'}",hU1NhuLn6Ok3B8U_hS-odw,UMMt4n-TXTuNHG4PbjYEgw,4,1,0,0,"So they enticed me w/ a coupon for a free sub w/ drink purchase. Heard about how they steamed their meats so let's go ahead and try it.

Have to admit first impression wasn't great. When I walked back to the car I noticed there was water dripping from the bag! That must have come from the steaming of the meat. Luckily I caught it before I made a mess of myself.

I ordered the Firehouse Hero (Roast Beef/Turkey/Ham) which was one of the Specialty subs. There was a substantial amount of meat and the sub roll wasn't soggy like I expected to be. If you are hungry get a sub at Firehouse. I was feeling lethargic after finishing the sandwich.

Also interesting was the Coke Freestyle machine they used to serve soft drinks. You can choose from 100+ selections. I always get bored w/ the standard fountain drinks so the Freestyle machine worked great. Ended up getting a Diet Vanilla Root Beer.

Final Verdict: Steaming of the meats did bring out more flavor, and it didn't make a mess of the sub. And I might go back just to get a special soft drink.",12/4/2012 16:33
2,Vj_72qKqpL10ECZfbHDyBw,Firehouse Subs,5963 E 82nd St,Indianapolis,IN,46250,39.90473,-86.06554,3,16,0,"{'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'WiFi': ""u'no'"", 'DriveThru': 'False'}","Food, Delis, Restaurants, Sandwiches, Fast Food, American (New)","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '10:30-21:0'}",d7WkrtWmH7hGAeT2h_pARg,Mj9k-X3xvhZ0FjYSh-445g,4,0,2,0,"YUM! 


I was undecided between this place & penn station, but I decided to give them a try. As soon as I walked in the door I was greeted by the staff. I ordered the pull pork on King's Hawaiian bread. It had cheese pulled pork, cabbage, & was on a King's Hawaiian bun.  Honestly when I got it home I was hesitant b/c it didn't have any barbecue sauce. But I decided to try it as is. It was one of the best sandwiches I have eaten in a long time. It's very filling I couldn't eat the entire sandwich. 

My taste buds recommend you try fire house subs.",10/16/2012 14:02
3,Vj_72qKqpL10ECZfbHDyBw,Firehouse Subs,5963 E 82nd St,Indianapolis,IN,46250,39.90473,-86.06554,3,16,0,"{'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'WiFi': ""u'no'"", 'DriveThru': 'False'}","Food, Delis, Restaurants, Sandwiches, Fast Food, American (New)","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '10:30-21:0'}",ottm6bKJGb42A2HWV1-OxA,#NAME?,5,0,0,0,"Their hot subs are amazing, particularly love the cheddar and beef brisket. The array of hot sauces at your disposal is fantastic with a numbering system dictating its awesomeness :) I personally like 8-10 on most occasions.",10/16/2012 20:49
4,Vj_72qKqpL10ECZfbHDyBw,Firehouse Subs,5963 E 82nd St,Indianapolis,IN,46250,39.90473,-86.06554,3,16,0,"{'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'WiFi': ""u'no'"", 'DriveThru': 'False'}","Food, Delis, Restaurants, Sandwiches, Fast Food, American (New)","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '10:30-21:0'}",CZV_cKOlkDOqO6Mo1BdAtg,aGqrWnHm7TtzNmzyI5hSXw,1,0,0,0,"Just ordered from here this evening. The young blonde lady working there with a tattoo on her right arm was behind the register. As I walked up she completely ignored me after I say hello. I stand there waiting to order for a few minutes with no one asking me if was ready to order. She finally does, say No. 1 please. She proceeds to do nothing and I was very confused. A couple them walks in and she asks them what they would like. Dumbfounded at this point I ask what the deal is. Her response "" oh I thought you weren't ready"" I just told her No.1 less than a minute before. She is either really ignorant or just dumb. Sandwich was good but I won't be going to that location again.",3/11/2016 1:38
5,Vj_72qKqpL10ECZfbHDyBw,Firehouse Subs,5963 E 82nd St,Indianapolis,IN,46250,39.90473,-86.06554,3,16,0,"{'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'WiFi': ""u'no'"", 'DriveThru': 'False'}","Food, Delis, Restaurants, Sandwiches, Fast Food, American (New)","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '10:30-21:0'}",ZRBIEEYUSM3BCNtDlhg0oQ,yqnOfjPhEPjkS8WYRt8ObQ,2,0,1,0,"To lead off, for anyone originally from the East Coast, when you order an 'Italian Combo' you are not ordering a sandwich made from a combination of classic Italian deli meats.  You are ordering an Italian combo combo with fries and a drink.  Furthermore, you are ordering a sub - not a hero, a hoagie or a grinder.  All sandwiches seem to be modeled on the subway franchise, a derogatory form of sandwich, from which the term derives.  

Firehouse is a kitschy place.  Everything is themed out with menu items and additional offerings being related to firehouses, firefighters, fire or heat.  The collection of hot sauces for your use earns this place a star all on it's own.  That doesn't leave much for their sandwiches though.  

All I can say is my sandwich, which should have had a bit of spice, was somehow sweet.  It was also soggy, lacking meat, and made with the inferior bread that seems so popular in the area.  It's such a shame the sandwiches aren't worth eating, they made it easy to donate to a good cause.  At least if I want to make a donation I can go to the website and by pass the aftertaste.",9/18/2013 21:25
6,Vj_72qKqpL10ECZfbHDyBw,Firehouse Subs,5963 E 82nd St,Indianapolis,IN,46250,39.90473,-86.06554,3,16,0,"{'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'WiFi': ""u'no'"", 'DriveThru': 'False'}","Food, Delis, Restaurants, Sandwiches, Fast Food, American (New)","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '10:30-21:0'}",GnsNdL6T2WH94frvM8iU5w,_tHENYtjXF-pCFjJprLrzA,1,0,0,0,"This was the first and last time I visit a Firehouse Subs. The commercials make the food look so appetizing. But once you get in, it's bs on a bun. Standard meats and cheeses on a bun you can buy at Marsh. Speaking of Marsh, the subs at the deli there are much better and cheaper. Nothing special here. Everything I can buy and make at home. Subway is better.",9/25/2014 6:31
7,Vj_72qKqpL10ECZfbHDyBw,Firehouse Subs,5963 E 82nd St,Indianapolis,IN,46250,39.90473,-86.06554,3,16,0,"{'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'WiFi': ""u'no'"", 'DriveThru': 'False'}","Food, Delis, Restaurants, Sandwiches, Fast Food, American (New)","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '10:30-21:0'}",5E9OMj3T92L10xAQmhKV0w,57nIq09gD6yR00gVBfK_CA,4,2,0,0,"So my first time going in, I only went because I'd gotten a coupon for a free medium sub from work. I heard they were really good so I went in to try. 
Walking in the door I was surprised with how big it was inside and how friendly the staff was. There were three employees behind the counter and each one of them said ""welcome to firehouse!"" With a big smile as soon as I walked in. So that was nice. I told the girl at the counter that it was my first time there and she was super helpful. I ordered a Club on a Sub(bacon, turkey, etc) in the medium size. The sub alone with no drink or side was $6.29(but free for me because of my coupon). I sat down and waited probably five minutes when my name was called. The sandwich came with a pickle spear, and oh my goodness it was good. It was a delicious and good sized sandwich and service was prompt and friendly. I'll be back!",7/17/2014 18:22
8,Vj_72qKqpL10ECZfbHDyBw,Firehouse Subs,5963 E 82nd St,Indianapolis,IN,46250,39.90473,-86.06554,3,16,0,"{'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'WiFi': ""u'no'"", 'DriveThru': 'False'}","Food, Delis, Restaurants, Sandwiches, Fast Food, American (New)","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '10:30-21:0'}",IAbKT3bHTtaJfyx8WsVqZA,LXSdI3pBm5K6V1qxxEwkag,1,3,0,0,"First, this location needs more professional staff. Popped in after doing some Christmas shopping for a sandwich to take home and your employees have an atrocious attitude problem. fwhen I came in at 9:48 they looked puzzled to someone ordering food? Your restaurant is still opened right? You should be able to make orders? CORRET! 

Secondly, let's talk about the inappropriate behind the scenes talk of the employees here. Like can you not save that kind of talk for when everyone is gone. 

Lastly, this is a sincere frustration I've been using your restaurant chain frequently for catering at different locations all over Indiana INCLUDING this one. It was nice to walk into the restaurant and see what exactly the employees do. And how they act. I will strongly reconsider this location for my Community North Hospital lunches.",12/24/2017 3:17
9,Vj_72qKqpL10ECZfbHDyBw,Firehouse Subs,5963 E 82nd St,Indianapolis,IN,46250,39.90473,-86.06554,3,16,0,"{'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'WiFi': ""u'no'"", 'DriveThru': 'False'}","Food, Delis, Restaurants, Sandwiches, Fast Food, American (New)","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '10:30-21:0'}",8J_BhapBVZVPvlqO7UQtjw,3mQdD2lXvekRme1VlFxRuw,3,0,0,1,"I have eaten here twice in the past week. One experience was terrible, one was great. So it averages out to a decent review. Just be warned, your experience may vary.

The first time, my food was delivered and it was incorrect. I called the store and was informed my name would be put on a list for a free sub the next time I came in - a problem since I was traveling and didn't have a car at the time. I accepted their 'apology'.

I convinced my coworker to go the next night. We stopped in to get dinner, and I brought it up to the manager who was working. They said my name had NOT been written down, but were able to verify my info and proceeded to get me the replacement sub free of charge, and even made it a combo due to all of the hassle. That was a much better experience, though I don't like being basically lied to by the first manager - at least the second one made up for it.",8/21/2019 14:52
