,business_id,name,address,city,state,postal_code,latitude,longitude,stars_x,review_count,is_open,attributes,categories,hours,review_id,user_id,stars_y,useful,funny,cool,text,date
0,aHKS3ADo2GXEpKqhm3AOBw,Potbelly Sandwich Shop,4022 N Oracle Rd,Tucson,AZ,85705,32.279735,-110.97779,4.0,50,0,"{'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""'average'"", 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""'none'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'DriveThru': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'free'""}","Restaurants, Sandwiches, Salad, Delis, Fast Food, Soup","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-15:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '11:0-19:0'}",sZ9LZwdlig9aR3IYs4SWyA,PTVC-N5tLvx16_WaVtR7yw,5,0,0,0,"Best sandwich shop in town! Prices are great, fun atmosphere and fast service.  I got an original pizza sub a bottled drink and chips for under 10$!",2015-08-19 22:10:36
1,aHKS3ADo2GXEpKqhm3AOBw,Potbelly Sandwich Shop,4022 N Oracle Rd,Tucson,AZ,85705,32.279735,-110.97779,4.0,50,0,"{'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""'average'"", 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""'none'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'DriveThru': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'free'""}","Restaurants, Sandwiches, Salad, Delis, Fast Food, Soup","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-15:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '11:0-19:0'}",iXaVGITMDrhj6Xe2lQRG5g,V-2_nuZVmenlXP1VqxuWkQ,2,0,0,0,"I don't know what's going on with these reviews, but either you guys have terrible taste in food or you ate a very different sandwich than I did. Potbelly was ""meh"" at best.

I only went here because I was craving pulled pork and google told me that Potbelly had it. This turned out to be a lie. I got the meatball sub instead. It tasted like a meatball sub. That's literally the best thing I can think of to say about it. 

The place was quiet, the service was fine but not exceptional, the sandwich was mediocre. I can't think of any reason to ever go back. Potbelly now follows the same rules as Subway and Quiznos for me: only eat the food if it's free or if it's 2 in the morning and you're drunk and nowhere else is open.",2016-07-25 17:55:43
2,aHKS3ADo2GXEpKqhm3AOBw,Potbelly Sandwich Shop,4022 N Oracle Rd,Tucson,AZ,85705,32.279735,-110.97779,4.0,50,0,"{'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""'average'"", 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""'none'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'DriveThru': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'free'""}","Restaurants, Sandwiches, Salad, Delis, Fast Food, Soup","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-15:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '11:0-19:0'}",u07gzCletbwFdWnlu9ZEuw,-62bpGBMxQT_EHqwl-DgvQ,5,0,0,1,Love Potbelly sandwiches and after walking to Target from discount tire right now while I wait for my truck I'm glad they have wifi here. ... lifesaver. I called the Starbucks at target before walking over here and they said they did but it doesn't actually work. I need to work people!,2017-10-11 22:07:17
3,aHKS3ADo2GXEpKqhm3AOBw,Potbelly Sandwich Shop,4022 N Oracle Rd,Tucson,AZ,85705,32.279735,-110.97779,4.0,50,0,"{'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""'average'"", 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""'none'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'DriveThru': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'free'""}","Restaurants, Sandwiches, Salad, Delis, Fast Food, Soup","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-15:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '11:0-19:0'}",e4ZdRq2aFX-sO7X5Tcsyhg,WtTsAGxENBlJw3_-3jJZyw,5,4,0,2,"My family and my new favorite sandwich shop! So far we have visited twice within the last two weeks. The customer service is great! Everyone has a smile on their face and ready to make your order. As a family we have tried the Pizza Sandwich, Meatball, Italian and A Wreck and none have disappointed. All were full of flavor and warm! You pick all of your cindiments, if any. Also what amazed me is that they serve both Pepsi and Coke catering to both cola lovers, which I have never seen. There are also soups, salads, milkshakes, cookies, dream bars and chips to choose from. We will be returning very soon and many more times after that.",2014-12-18 17:10:58
4,aHKS3ADo2GXEpKqhm3AOBw,Potbelly Sandwich Shop,4022 N Oracle Rd,Tucson,AZ,85705,32.279735,-110.97779,4.0,50,0,"{'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""'average'"", 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""'none'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'DriveThru': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'free'""}","Restaurants, Sandwiches, Salad, Delis, Fast Food, Soup","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-15:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '11:0-19:0'}",6L9Ejkg2FoupF-TDuJHyFA,fWcn2mP1dGoBGC5gfHdM7w,5,0,0,0,"I have a few things that I am clear with in terms of the restaurants I often come to.  A simple rule that I follow is #1 if the place is run down or ghetto, in order for me to come again, the food and customer service must be exceptional.  #2 if the building is well taken care of both internal and external, either the service is good, or the food is good, I'll still go.
(If anything is lacking in terms of customer service, food quality, food speed, or the atmosphere, the restaurant must excel in other categories to makeup for what's missing for me to go there. ) 
This place is not lacking at all.  Hence, that's why I come here everyday.",2016-12-05 21:23:09
5,aHKS3ADo2GXEpKqhm3AOBw,Potbelly Sandwich Shop,4022 N Oracle Rd,Tucson,AZ,85705,32.279735,-110.97779,4.0,50,0,"{'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""'average'"", 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""'none'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'DriveThru': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'free'""}","Restaurants, Sandwiches, Salad, Delis, Fast Food, Soup","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-15:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '11:0-19:0'}",mWyCDWSjix2vagkIb9sqZw,FsXh-towV5cvo_9aQ5rTpw,1,0,0,0,Horrible experience.  Not worth the price & is not good. Sorry choices. Firehouse subs knocks this place out of the park!,2015-01-20 19:39:54
6,aHKS3ADo2GXEpKqhm3AOBw,Potbelly Sandwich Shop,4022 N Oracle Rd,Tucson,AZ,85705,32.279735,-110.97779,4.0,50,0,"{'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""'average'"", 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""'none'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'DriveThru': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'free'""}","Restaurants, Sandwiches, Salad, Delis, Fast Food, Soup","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-15:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '11:0-19:0'}",8p_C_y5dTmBHlY5n3ZH7Mw,fN1FiJwQqwfK2P832GXtlg,5,0,0,0,This is my favorite sandwich store that i go to for a quick sandwich that is nice and hot. They have a good selection and are really fast.,2018-07-19 21:21:12
7,aHKS3ADo2GXEpKqhm3AOBw,Potbelly Sandwich Shop,4022 N Oracle Rd,Tucson,AZ,85705,32.279735,-110.97779,4.0,50,0,"{'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""'average'"", 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""'none'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'DriveThru': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'free'""}","Restaurants, Sandwiches, Salad, Delis, Fast Food, Soup","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-15:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '11:0-19:0'}",Ssd0UafNxKDGft5gHPXV0w,4UDc2_gXjMbqaAUs6_lcNg,2,0,0,0,Not impressed probably because I'm not a toasted sandwich guy. However the service was good and the place was clean.,2017-10-12 06:50:41
8,aHKS3ADo2GXEpKqhm3AOBw,Potbelly Sandwich Shop,4022 N Oracle Rd,Tucson,AZ,85705,32.279735,-110.97779,4.0,50,0,"{'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""'average'"", 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""'none'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'DriveThru': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'free'""}","Restaurants, Sandwiches, Salad, Delis, Fast Food, Soup","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-15:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '11:0-19:0'}",LhX8MCJWAvjch5keYKtcVw,N_4chbXJmMnhB42hs8MhkQ,5,0,0,0,"Great sub shop!  I was in this part of town and decided to try something new.  I got the Pizza Sandwich, and loaded it with all of the extras.  It's great.  Their toasted sandwiches are a lot like Quizno's, but their ingredients are better.  The shop is clean, bright, and airy, and the staff are friendly and polite.  If you're in the area and thinking about Subway, splurge and spend another dollar for a sandwich that's twice as good.",2017-10-06 23:13:21
9,aHKS3ADo2GXEpKqhm3AOBw,Potbelly Sandwich Shop,4022 N Oracle Rd,Tucson,AZ,85705,32.279735,-110.97779,4.0,50,0,"{'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""'average'"", 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""'none'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'DriveThru': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'free'""}","Restaurants, Sandwiches, Salad, Delis, Fast Food, Soup","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-15:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '11:0-19:0'}",oQLbXS4v4Pidv1Nj-MG5lA,FuTJWFYm4UKqewaosss1KA,5,1,0,1,"This place is great! I was introduce to this place by a friend of mine for lunch today and I'm so glad I went. The sub I got was truly delicious. 

Make sure you order the ""Wreck-Talian"". It's a secret menu item but it includes ham, turkey, roast beef and salami. Also ask for mushroom and bacon too! The worker talked me into it and sure did not disappoint me!  I've asked for all the toppings which just equaled an amazing, flavorful sub! I would definitely come here again!

Thank you John for introducing me! I'm a fan! Just a tip, it's a not a sub you can eat politely!",2016-01-20 00:51:37
